"BehaviorSpace results (NetLogo 6.2.2)"
"CA_5-STATES_NETWORK__61_Arduino_31_COMPLETE_work.nlogo"
"experiment_centroid_links_mutated"
"07/04/2022 22:22:54:352 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","radius-of-interaction","movement-steps","load-graphml","N-turtles","percentage-unhappy","clear-before-generating","arduino-on","mutated","links-to-use","frac-providers","[step]","mean [ state ] of turtles with [ breed = clients ]","mean [ state ] of turtles with [ breed = service-providers ]","mean [nw:clustering-coefficient] of turtles","paths","mean [nw:closeness-centrality] of turtles","mean [nw:betweenness-centrality] of turtles","centroid-x","centroid-y","count links"
"137","5.5","3","false","80","40","true","false","0","undirected","0.1","30","2.3472222222222223","1.875","0.6433426757103363","2.1481012658227847","0.4706693600077278","45.35","0.26097868910615984","-0.34084697377185824","600"
"129","5.5","3","false","80","10","true","false","0","undirected","0.15","39","2.676470588235294","2.75","0.7087474480826307","2.5218354430379746","0.4046388800753659","60.1125","-0.12553809438483432","-1.8469974502928566","414"
"128","5.5","3","false","80","10","true","false","0","undirected","0.1","44","2.3333333333333335","1.375","0.6793111946770225","1.9971518987341772","0.5115990451620523","39.3875","0.05062031750781513","-3.060594241678202","638"
"133","5.5","3","false","80","10","true","false","7","undirected","0.05","34","3.0921052631578947","1.75","0.5696383269397975","2.607594936708861","0.39314012085641425","63.50000000000002","0.13174282606355378","-0.21766350620673774","354"
"131","5.5","3","false","80","10","true","false","7","undirected","0.1","36","3.0833333333333335","2.375","0.6132899510296557","2.3098101265822786","0.4377613867437101","51.737499999999976","1.592074631740386","-0.9229743288368006","420"
"138","5.5","3","false","80","40","true","false","0","undirected","0.15","27","2.0441176470588234","1.25","0.7035999060274425","false","0.5050510525702937","33.86250000000001","0.18887847748265196","1.746461620322022","532"
"136","5.5","3","false","80","40","true","false","0","undirected","0.05","30","2.1578947368421053","2.5","0.6028156818655008","2.029746835443038","0.4992480909987296","40.675","-0.33127217940012466","-1.5849108176411835","588"
"130","5.5","3","false","80","10","true","false","7","undirected","0.05","38","3.0526315789473686","2","0.6094507949433492","2.1822784810126583","0.46560117415903274","46.699999999999996","-0.9914400394609647","-0.1684074802768599","466"
"134","5.5","3","false","80","10","true","false","7","undirected","0.1","32","3.1527777777777777","3.125","0.6521679824922345","2.286392405063291","0.4424881433043703","50.812499999999986","-0.23650228153101338","-0.5709116562932819","493"
"129","5.5","3","false","80","10","true","false","0","undirected","0.15","40","2.588235294117647","2.9166666666666665","0.7058131237596506","2.517088607594937","0.4053979234458936","59.92499999999999","-0.050538094384834274","-1.9469974502928569","418"
"132","5.5","3","false","80","10","true","false","7","undirected","0.15","35","2.9705882352941178","2.9166666666666665","0.6739325543287775","2.610126582278481","0.396307191166981","63.6","-0.46794302173203095","-1.45427718699683","503"
"135","5.5","3","false","80","10","true","false","7","undirected","0.15","32","3.2205882352941178","3.0833333333333335","0.680962737249463","2.6794303797468353","0.3861598736079979","66.33749999999999","0.0379197337585079","1.3125709869152389","455"
"137","5.5","3","false","80","40","true","false","0","undirected","0.1","31","2.0972222222222223","1.75","0.644325922705","2.1462025316455695","0.4710330049836838","45.27499999999999","0.26097868910615957","-0.24084697377185824","602"
"128","5.5","3","false","80","10","true","false","0","undirected","0.1","45","2.013888888888889","1.375","0.6767770757101539","1.9854430379746835","0.5142280417756799","38.925000000000004","0.18812031750781516","-3.123094241678203","642"
"131","5.5","3","false","80","10","true","false","7","undirected","0.1","37","2.9583333333333335","3.125","0.6129198087198582","2.3015822784810127","0.43926705634711116","51.4125","1.5670746317403865","-0.8479743288368002","421"
"138","5.5","3","false","80","40","true","false","0","undirected","0.15","28","2.661764705882353","2.5","0.7024875073499698","false","0.5069925619901893","33.56249999999999","0.2388784774826517","1.671461620322022","540"
"133","5.5","3","false","80","10","true","false","7","undirected","0.05","35","2.960526315789474","2","0.5669958430620194","2.5496835443037975","0.40112580493818106","61.21250000000002","0.14424282606355415","-0.19266350620673808","359"
"136","5.5","3","false","80","40","true","false","0","undirected","0.05","31","2.026315789473684","2.25","0.6058906580497376","2.0151898734177216","0.5027652107080793","40.10000000000001","-0.33127217940012466","-1.5974108176411836","597"
"130","5.5","3","false","80","10","true","false","7","undirected","0.05","39","3.3684210526315788","3.25","0.6093378180080039","2.181012658227848","0.4658598328534003","46.65","-0.9539400394609654","-0.0059074802768603","467"
"134","5.5","3","false","80","10","true","false","7","undirected","0.1","33","3.2916666666666665","2.75","0.6521609492418634","2.2841772151898736","0.442879963204328","50.724999999999994","-0.3490022815310134","-0.5334116562932818","496"
"129","5.5","3","false","80","10","true","false","0","undirected","0.15","41","2.5588235294117645","2.5","0.7050413588123144","2.498101265822785","0.4084292854468686","59.17499999999999","-0.03803809438483448","-1.9094974502928566","423"
"137","5.5","3","false","80","40","true","false","0","undirected","0.1","32","2.388888888888889","2","0.6396433684377266","2.140506329113924","0.4723087343479113","45.05","0.23597868910615963","-0.5033469737718586","605"
"132","5.5","3","false","80","10","true","false","7","undirected","0.15","36","3.1323529411764706","3","0.6737056284768517","2.6009493670886075","0.3977585718342556","63.23749999999999","-0.40544302173203073","-1.3792771869968294","504"
"135","5.5","3","false","80","10","true","false","7","undirected","0.15","33","3.235294117647059","3.8333333333333335","0.682178301593381","2.679113924050633","0.38623443011261854","66.325","0.0629197337585079","1.4125709869152387","456"
"128","5.5","3","false","80","10","true","false","0","undirected","0.1","46","2.486111111111111","1.375","0.6761534359230778","1.9797468354430379","0.515516591781243","38.7","-0.036879682492184915","-3.085594241678203","643"
"104","3.5","5","false","80","40","true","false","7","undirected","0.1","88","2.861111111111111","2.625","0.5045543521304336","1.7066455696202532","0.592022424801222","27.912500000000012","-1.0282942994030677","1.2117754759466144","972"
"131","5.5","3","false","80","10","true","false","7","undirected","0.1","38","2.7777777777777777","2.375","0.6141079833311204","2.276898734177215","0.4439927545031496","50.43749999999999","1.6295746317403867","-0.8104743288368003","425"
"138","5.5","3","false","80","40","true","false","0","undirected","0.15","29","2.1470588235294117","1.75","0.7077063214300586","false","0.5083297516549814","33.34999999999999","0.2638784774826517","1.7839616203220217","545"
"133","5.5","3","false","80","10","true","false","7","undirected","0.05","36","3.1710526315789473","3.25","0.5646023666553852","2.524367088607595","0.404939365261058","60.2125","0.09424282606355412","-0.13016350620673817","362"
"136","5.5","3","false","80","40","true","false","0","undirected","0.05","32","2.1184210526315788","2.25","0.6115575134099802","1.9930379746835443","0.5079178910392519","39.22500000000001","-0.2812721794001244","-1.6974108176411833","608"
"130","5.5","3","false","80","10","true","false","7","undirected","0.05","40","3.013157894736842","2","0.6102743708056095","2.1724683544303796","0.46765663171207883","46.3125","-0.9539400394609643","0.031592519723140346","468"
"134","5.5","3","false","80","10","true","false","7","undirected","0.1","34","3.125","3.125","0.652573912335533","2.2753164556962027","0.44451365742665666","50.37500000000001","-0.4365022815310133","-0.470911656293282","500"
"137","5.5","3","false","80","40","true","false","0","undirected","0.1","33","2.0277777777777777","1.25","0.6386526957117603","2.1395569620253165","0.4724796042879726","45.0125","0.22347868910615967","-0.5658469737718581","606"
"132","5.5","3","false","80","10","true","false","7","undirected","0.15","37","3.161764705882353","3.25","0.6745176524849696","2.5566455696202532","0.4046269751298223","61.4875","-0.31794302173203065","-1.1542771869968298","514"
"129","5.5","3","false","80","10","true","false","0","undirected","0.15","42","2.8676470588235294","3.0833333333333335","0.7040287727298216","2.494620253164557","0.4089586867494332","59.03750000000001","-0.07553809438483432","-1.984497450292857","426"
"135","5.5","3","false","80","10","true","false","7","undirected","0.15","34","2.985294117647059","2.5","0.6821783015933808","2.679113924050633","0.38623443011261827","66.325","0.16291973375850766","1.3500709869152387","456"
"128","5.5","3","false","80","10","true","false","0","undirected","0.1","47","1.9583333333333333","1.375","0.6768095295481495","1.9715189873417722","0.5177546665881831","38.375000000000014","-0.011879682492184695","-3.110594241678203","648"
"138","5.5","3","false","80","40","true","false","0","undirected","0.15","30","2.4705882352941178","2.1666666666666665","0.7092531358667772","false","0.5087603762301612","33.287499999999994","0.37637847748265146","1.6839616203220218","546"
"131","5.5","3","false","80","10","true","false","7","undirected","0.1","39","3.361111111111111","2.625","0.6140620478365355","2.2746835443037976","0.4444392980652605","50.35","1.6170746317403868","-0.9104743288367999","426"
"136","5.5","3","false","80","40","true","false","0","undirected","0.05","33","1.6973684210526316","1.75","0.6112949405778882","1.985126582278481","0.5099171193793819","38.91250000000001","-0.3187721794001243","-1.572410817641183","614"
"133","5.5","3","false","80","10","true","false","7","undirected","0.05","37","3.263157894736842","2.5","0.5642341049906171","2.4496835443037974","0.4168041005918147","57.26250000000001","0.08174282606355412","-0.34266350620673824","371"
"130","5.5","3","false","80","10","true","false","7","undirected","0.05","41","3.1973684210526314","3.25","0.606637683879449","2.164873417721519","0.4692339984887048","46.0125","-1.1289400394609648","0.1065925197231401","470"
"134","5.5","3","false","80","10","true","false","7","undirected","0.1","35","3.2083333333333335","2.75","0.6548344737217078","2.2734177215189875","0.44487123172089965","50.300000000000004","-0.4865022815310134","-0.34591165629328186","502"
"137","5.5","3","false","80","40","true","false","0","undirected","0.1","34","2.4027777777777777","2.375","0.6385456960797236","2.132278481012658","0.47414929413416057","44.72500000000001","0.2734786891061598","-0.7283469737718582","612"
"129","5.5","3","false","80","10","true","false","0","undirected","0.15","43","2.4411764705882355","2.5833333333333335","0.697904827883119","2.4699367088607596","0.4129260187225712","58.062499999999986","-0.11303809438483414","-1.9719974502928566","431"
"135","5.5","3","false","80","10","true","false","7","undirected","0.15","35","3.1176470588235294","3","0.6828412177939247","2.671518987341772","0.3874360425459286","66.02500000000002","0.1379197337585078","1.4625709869152381","458"
"132","5.5","3","false","80","10","true","false","7","undirected","0.15","38","2.985294117647059","2.6666666666666665","0.67593848094141","2.5563291139240505","0.40468002374079226","61.47499999999999","-0.39294302173203083","-0.9917771869968297","515"
"128","5.5","3","false","80","10","true","false","0","undirected","0.1","48","2.4722222222222223","1.375","0.6776495865285668","1.9670886075949368","0.5189423856270118","38.2","0.11312031750781479","-3.073094241678203","654"
"138","5.5","3","false","80","40","true","false","0","undirected","0.15","31","2.3529411764705883","1.8333333333333333","0.7082038372316153","false","0.5126414508239578","32.64999999999999","0.3763784774826518","1.5589616203220218","550"
"131","5.5","3","false","80","10","true","false","7","undirected","0.1","40","2.8055555555555554","2.625","0.615255344599685","2.265506329113924","0.4462413784063014","49.987500000000004","1.567074631740386","-0.8729743288368","429"
"133","5.5","3","false","80","10","true","false","7","undirected","0.05","38","2.960526315789474","2.25","0.5640565666336326","2.4414556962025316","0.418110362622481","56.937499999999986","-0.01825717393644568","-0.2676635062067382","374"
"130","5.5","3","false","80","10","true","false","7","undirected","0.05","42","3.223684210526316","2","0.6061116399634265","2.1639240506329114","0.4694599909061837","45.97499999999999","-1.1164400394609646","0.1690925197231402","471"
"136","5.5","3","false","80","40","true","false","0","undirected","0.05","34","2.3947368421052633","3","0.6118551327663699","1.9832278481012657","0.5104727426993185","38.83750000000002","-0.2687721794001245","-1.4974108176411831","616"
"134","5.5","3","false","80","10","true","false","7","undirected","0.1","36","3.2916666666666665","3.375","0.6558692702690812","2.2639240506329115","0.4467621476790473","49.92499999999997","-0.3865022815310132","-0.3209116562932818","508"
"129","5.5","3","false","80","10","true","false","0","undirected","0.15","44","2.6911764705882355","2.8333333333333335","0.7124523259649125","2.429746835443038","0.41910112799753163","56.475","-0.2505380943848342","-1.859497450292856","437"
"137","5.5","3","false","80","40","true","false","0","undirected","0.1","35","2.1805555555555554","1.375","0.6423752347318576","2.115506329113924","0.4778483165135925","44.06249999999999","0.09847868910615971","-0.8033469737718584","621"
"135","5.5","3","false","80","10","true","false","7","undirected","0.15","36","3.323529411764706","3.5833333333333335","0.6838243094287926","2.6658227848101266","0.3883471024335256","65.8","0.11291973375850758","1.4500709869152388","461"
"132","5.5","3","false","80","10","true","false","7","undirected","0.15","39","3.264705882352941","2.9166666666666665","0.6713735023594708","2.514873417721519","0.41202424197390164","59.83750000000001","-0.4429430217320304","-1.05427718699683","521"
"128","5.5","3","false","80","10","true","false","0","undirected","0.1","49","2","1.375","0.6767959181381339","1.9664556962025317","0.5190972845137097","38.17500000000001","6.203175078150381E-4","-3.123094241678202","655"
"138","5.5","3","false","80","40","true","false","0","undirected","0.15","32","2.514705882352941","2.3333333333333335","0.7076181049793305","false","0.5127962050266645","32.625","0.25137847748265196","1.4839616203220225","551"
"131","5.5","3","false","80","10","true","false","7","undirected","0.1","41","2.986111111111111","2.875","0.6168051581259852","2.264873417721519","0.4463784417446549","49.9625","1.7170746317403864","-0.6979743288368004","431"
"133","5.5","3","false","80","10","true","false","7","undirected","0.05","39","3.276315789473684","4","0.5643968632797841","2.4063291139240506","0.42400387580631216","55.55","-0.04325717393644617","-0.5176635062067382","379"
"130","5.5","3","false","80","10","true","false","7","undirected","0.05","43","3.1578947368421053","3.25","0.6101539822744383","2.162025316455696","0.46994026135527217","45.90000000000001","-1.128940039460965","0.11909251972314014","473"
"136","5.5","3","false","80","40","true","false","0","undirected","0.05","35","1.868421052631579","1.5","0.6088063610622655","1.9765822784810128","0.5122790833848991","38.575","-0.24377217940012424","-1.4849108176411838","621"
"134","5.5","3","false","80","10","true","false","7","undirected","0.1","37","3.2916666666666665","3","0.6584681631044207","2.2623417721518986","0.4470334730446811","49.86249999999999","-0.4240022815310134","-0.45841165629328184","509"
"135","5.5","3","false","80","10","true","false","7","undirected","0.15","37","3.3088235294117645","3.0833333333333335","0.6838243094287924","2.6658227848101266","0.3883471024335257","65.80000000000003","0.18791973375850768","1.375070986915239","461"
"129","5.5","3","false","80","10","true","false","0","undirected","0.15","45","2.6911764705882355","2.75","0.719174619407218","2.3984177215189875","0.4247186823057728","55.23749999999999","-0.27553809438483406","-2.0469974502928565","445"
"132","5.5","3","false","80","10","true","false","7","undirected","0.15","40","2.911764705882353","2.6666666666666665","0.6692214151941902","2.4873417721518987","0.41675647960545614","58.74999999999998","-0.5179430217320306","-1.0667771869968294","525"
"137","5.5","3","false","80","40","true","false","0","undirected","0.1","36","2.25","1.875","0.6466279923141347","2.1107594936708862","0.47904185946010386","43.875000000000014","-0.08902131089384033","-1.1408469737718583","627"
"138","5.5","3","false","80","40","true","false","0","undirected","0.15","33","1.9852941176470589","1.3333333333333333","0.7053352688626527","false","0.5202708592372075","31.4875","0.08887847748265185","1.483961620322022","558"
"128","5.5","3","false","80","10","true","false","0","undirected","0.1","50","2.361111111111111","1.375","0.6724735828718487","1.9537974683544304","0.5221533266246544","37.675","-0.22437968249218515","-3.073094241678202","659"
"131","5.5","3","false","80","10","true","false","7","undirected","0.1","42","2.9583333333333335","2.125","0.6176837890163381","2.260126582278481","0.4472243058954268","49.775000000000006","1.8420746317403864","-0.7229743288368006","433"
"133","5.5","3","false","80","10","true","false","7","undirected","0.05","40","3.0921052631578947","1.75","0.5685026522041213","2.392405063291139","0.42667492211357744","55.00000000000002","-0.01825717393644566","-0.49266350620673816","382"
"130","5.5","3","false","80","10","true","false","7","undirected","0.05","44","3.0526315789473686","2","0.610153982274438","2.162025316455696","0.469940261355272","45.90000000000002","-1.2914400394609646","0.23159251972314046","473"
"136","5.5","3","false","80","40","true","false","0","undirected","0.05","36","2.039473684210526","2.5","0.603987970003984","1.9708860759493672","0.5137072563129297","38.350000000000016","-0.41877217940012434","-1.5724108176411837","625"
"134","5.5","3","false","80","10","true","false","7","undirected","0.1","38","3.4305555555555554","3.375","0.6579310876431387","2.260759493670886","0.44735677090347437","49.80000000000001","-0.5115022815310135","-0.49591165629328177","511"
"135","5.5","3","false","80","10","true","false","7","undirected","0.15","38","3.235294117647059","2.75","0.6830561271609971","2.662025316455696","0.38894242767028264","65.64999999999999","0.3004197337585077","1.2500709869152389","463"
"129","5.5","3","false","80","10","true","false","0","undirected","0.15","46","2.6323529411764706","2.9166666666666665","0.7200142789425296","2.392088607594937","0.4258443089599159","54.9875","-0.2880380943848343","-1.984497450292856","447"
"132","5.5","3","false","80","10","true","false","7","undirected","0.15","41","3.1176470588235294","3.25","0.6648644719195859","2.4705696202531646","0.41986425525023047","58.08750000000001","-0.2804430217320312","-1.1167771869968297","529"
"137","5.5","3","false","80","40","true","false","0","undirected","0.1","37","2.0833333333333335","1.75","0.6476604160096018","2.1003164556962024","0.48128111467713686","43.462499999999984","-0.40152131089384024","-1.0908469737718582","633"
"138","5.5","3","false","80","40","true","false","0","undirected","0.15","34","2.7794117647058822","2.75","0.7035106102424099","false","0.5235532971868545","30.987499999999994","0.1888784774826519","1.5464616203220218","561"
"131","5.5","3","false","80","10","true","false","7","undirected","0.1","43","2.9305555555555554","2.625","0.6183268460007763","2.2556962025316456","0.44808308418802384","49.59999999999999","1.779574631740386","-0.9104743288368002","434"
"128","5.5","3","false","80","10","true","false","0","undirected","0.1","51","2.0972222222222223","1.375","0.6778031285194601","1.9446202531645569","0.524673092541184","37.3125","-0.2118796824921847","-3.173094241678202","664"
"130","5.5","3","false","80","10","true","false","7","undirected","0.05","45","3.3684210526315788","3.25","0.6114798164305786","2.158860759493671","0.47065787213427573","45.77499999999999","-1.291440039460965","0.3065925197231403","475"
"133","5.5","3","false","80","10","true","false","7","undirected","0.05","41","3.1052631578947367","3","0.5683124880343794","2.373101265822785","0.4301438397247629","54.23749999999999","-0.043257173936445924","-0.6551635062067381","385"
"136","5.5","3","false","80","40","true","false","0","undirected","0.05","37","1.9342105263157894","2.25","0.6053354694344326","1.9686708860759494","0.5143319843545349","38.26249999999999","-0.4812721794001247","-1.372410817641184","629"
"134","5.5","3","false","80","10","true","false","7","undirected","0.1","39","3.2083333333333335","3","0.6606715613563203","2.2591772151898732","0.4476336860481229","49.7375","-0.38650228153101346","-0.3459116562932818","512"
"104","3.5","5","false","80","40","true","false","7","undirected","0.1","89","2.8333333333333335","2.75","0.5083106471863549","1.7044303797468354","0.5928852003537324","27.82500000000001","-1.0657942994030676","1.1242754759466145","979"
"135","5.5","3","false","80","10","true","false","7","undirected","0.15","39","3.411764705882353","3.3333333333333335","0.6854309214306252","2.6556962025316455","0.3900211177085626","65.39999999999998","0.38791973375850775","1.2625709869152384","466"
"129","5.5","3","false","80","10","true","false","0","undirected","0.15","47","2.5441176470588234","2.5","0.7280280062844887","2.376898734177215","0.428547928784102","54.3875","-0.41303809438483385","-2.109497450292857","453"
"137","5.5","3","false","80","40","true","false","0","undirected","0.1","38","2.486111111111111","2","0.65592648154259","2.0838607594936707","0.4846244030057454","42.8125","-0.6390213108938404","-1.1533469737718582","640"
"138","5.5","3","false","80","40","true","false","0","undirected","0.15","35","2.2058823529411766","1.6666666666666667","0.7002750948270455","false","0.530733689752891","29.987499999999994","0.15137847748265132","1.508961620322022","572"
"132","5.5","3","false","80","10","true","false","7","undirected","0.15","42","3.338235294117647","3","0.6666067313306102","2.4079113924050635","0.4302125118192829","55.612499999999976","-0.24294302173203053","-1.241777186996829","538"
"131","5.5","3","false","80","10","true","false","7","undirected","0.1","44","3.0277777777777777","2.625","0.6183268460007761","2.2556962025316456","0.44808308418802384","49.6","1.9045746317403864","-0.8104743288368003","434"
"128","5.5","3","false","80","10","true","false","0","undirected","0.1","52","2.4583333333333335","1.375","0.6797080562458406","1.9401898734177214","0.5259687783212411","37.137499999999996","-0.32437968249218496","-3.0230942416782027","670"
"130","5.5","3","false","80","10","true","false","7","undirected","0.05","46","3.013157894736842","2","0.6152496086190299","2.1490506329113925","0.4730031511240586","45.38750000000001","-1.2289400394609646","0.2690925197231403","477"
"133","5.5","3","false","80","10","true","false","7","undirected","0.05","42","3","3.25","0.5688812114915041","2.3705696202531645","0.4305775647173779","54.1375","-0.08075717393644574","-0.6426635062067382","386"
"136","5.5","3","false","80","40","true","false","0","undirected","0.05","38","2.236842105263158","2.25","0.6021531288655839","1.9579113924050633","0.5169760798147056","37.837500000000006","-0.40627217940012417","-1.522410817641184","635"
"134","5.5","3","false","80","10","true","false","7","undirected","0.1","40","3.1527777777777777","3.375","0.659721150042415","2.257594936708861","0.4480033809084021","49.67499999999998","-0.27400228153101314","-0.24591165629328177","514"
"129","5.5","3","false","80","10","true","false","0","undirected","0.15","48","2.823529411764706","3.0833333333333335","0.7280280062844887","2.376898734177215","0.4285479287841019","54.38750000000001","-0.37553809438483454","-2.0344974502928563","453"
"135","5.5","3","false","80","10","true","false","7","undirected","0.15","40","3.0294117647058822","3","0.6861358632161295","2.652215189873418","0.39062308224297543","65.26249999999999","0.21291973375850795","1.1375709869152388","468"
"138","5.5","3","false","80","40","true","false","0","undirected","0.15","36","2.3529411764705883","1.9166666666666667","0.6967472923477099","false","0.5325675832523552","29.712499999999988","0.20137847748265192","1.596461620322022","575"
"132","5.5","3","false","80","10","true","false","7","undirected","0.15","43","3.014705882352941","2.9166666666666665","0.6704411097376052","2.3990506329113925","0.4320868306569922","55.26250000000001","-0.3429430217320305","-1.5167771869968303","543"
"137","5.5","3","false","80","40","true","false","0","undirected","0.1","39","2.0416666666666665","1.25","0.6593387842665452","2.081645569620253","0.48517604405983167","42.725","-0.33902131089384036","-1.1158469737718584","643"
"131","5.5","3","false","80","10","true","false","7","undirected","0.1","45","3.0833333333333335","2.875","0.6185409022148856","2.2253164556962024","0.45497353884198066","48.4","1.7670746317403865","-0.8354743288368006","440"
"130","5.5","3","false","80","10","true","false","7","undirected","0.05","47","3.1973684210526314","3.25","0.6128555620088183","2.145886075949367","0.4737780505556105","45.262499999999974","-1.078940039460965","0.20659251972314036","480"
"128","5.5","3","false","80","10","true","false","0","undirected","0.1","53","1.875","1.375","0.6798524732890695","1.9303797468354431","0.5286954166926109","36.749999999999986","-0.3243796824921847","-3.0230942416782023","680"
"133","5.5","3","false","80","10","true","false","7","undirected","0.05","43","3.289473684210526","2.5","0.5732196430767827","2.3468354430379748","0.4348227410575142","53.20000000000001","-0.09325717393644588","-0.680163506206738","389"
"136","5.5","3","false","80","40","true","false","0","undirected","0.05","39","1.7894736842105263","1.75","0.6014000553352875","1.9484177215189873","0.5194236899669262","37.46249999999998","-0.3187721794001244","-1.6099108176411836","640"
"134","5.5","3","false","80","10","true","false","7","undirected","0.1","41","3.0972222222222223","3","0.6582048382831578","2.2534810126582276","0.44873085680833585","49.51250000000001","-0.23650228153101338","-0.17091165629328162","516"
"129","5.5","3","false","80","10","true","false","0","undirected","0.15","49","2.4558823529411766","2.5833333333333335","0.7344129368658188","2.3702531645569622","0.4296677867939411","54.124999999999986","-0.5880380943848343","-2.1094974502928565","458"
"135","5.5","3","false","80","10","true","false","7","undirected","0.15","41","3.0441176470588234","2.8333333333333335","0.6795296804204307","2.6265822784810124","0.39424266709203104","64.24999999999999","0.23791973375850778","1.1375709869152384","469"
"138","5.5","3","false","80","40","true","false","0","undirected","0.15","37","2.2941176470588234","1.9166666666666667","0.696136744593239","false","0.5352426923360771","29.349999999999994","0.07637847748265172","1.5839616203220221","580"
"137","5.5","3","false","80","40","true","false","0","undirected","0.1","40","2.3055555555555554","2.375","0.6548536751123524","2.0762658227848103","0.48639757234036346","42.5125","-0.45152131089384034","-1.2033469737718583","649"
"131","5.5","3","false","80","10","true","false","7","undirected","0.1","46","2.875","2.875","0.6277498425002983","2.2037974683544306","0.4597875300385189","47.550000000000004","1.8420746317403864","-0.8854743288367999","446"
"132","5.5","3","false","80","10","true","false","7","undirected","0.15","44","3.1323529411764706","3","0.6702773304408896","2.3889240506329115","0.43417318070582606","54.86250000000001","-0.3179430217320306","-1.55427718699683","546"
"130","5.5","3","false","80","10","true","false","7","undirected","0.05","48","3.223684210526316","2","0.6129156334273171","2.143354430379747","0.4744068572566632","45.162499999999994","-0.941440039460965","0.14409251972314033","483"
"133","5.5","3","false","80","10","true","false","7","undirected","0.05","44","2.960526315789474","2.25","0.5739573775645176","2.3300632911392407","0.437419248068376","52.5375","-0.1182571739364459","-0.655163506206738","391"
"128","5.5","3","false","80","10","true","false","0","undirected","0.1","54","2.5","1.375","0.6855343711734266","1.9287974683544304","0.5292561834281966","36.6875","-0.29937968249218494","-2.9230942416782026","685"
"134","5.5","3","false","80","10","true","false","7","undirected","0.1","42","3.3472222222222223","2.875","0.6537863810034226","2.2389240506329116","0.4512241838193499","48.9375","-0.2990022815310134","-0.09591165629328184","519"
"136","5.5","3","false","80","40","true","false","0","undirected","0.05","40","2.276315789473684","3","0.6072784789397019","1.9436708860759493","0.5206839120845113","37.27499999999999","-0.6437721794001245","-1.6599108176411832","646"
"135","5.5","3","false","80","10","true","false","7","undirected","0.15","42","3.426470588235294","3.4166666666666665","0.6824456204745287","2.579746835443038","0.4001102332695212","62.39999999999998","0.47541973375850766","1.2625709869152388","471"
"138","5.5","3","false","80","40","true","false","0","undirected","0.15","38","2.6323529411764706","2.5833333333333335","0.6971616292046037","false","0.5371390655656725","29.0875","-0.04862152251734819","1.5339616203220217","583"
"129","5.5","3","false","80","10","true","false","0","undirected","0.15","50","2.735294117647059","2.8333333333333335","0.7343823205523081","2.367088607594937","0.43016169368852947","53.999999999999986","-0.513038094384834","-2.071997450292857","460"
"131","5.5","3","false","80","10","true","false","7","undirected","0.1","47","3.111111111111111","2.625","0.6254207280510397","2.1962025316455698","0.4614555062226039","47.25","1.9170746317403864","-0.8979743288368003","450"
"137","5.5","3","false","80","40","true","false","0","undirected","0.1","41","2.1666666666666665","1.375","0.6589001368946327","2.0670886075949366","0.4884185139301559","42.150000000000006","-0.5515213108938403","-1.140846973771858","654"
"132","5.5","3","false","80","10","true","false","7","undirected","0.15","45","3.3823529411764706","2.9166666666666665","0.6708883002001298","2.3617088607594936","0.4391128603958666","53.78749999999999","-0.35544302173203085","-1.3667771869968297","550"
"133","5.5","3","false","80","10","true","false","7","undirected","0.05","45","3.3026315789473686","4","0.5735610648558985","2.3272151898734177","0.43792736316304437","52.42500000000001","-0.09325717393644543","-0.6301635062067381","392"
"130","5.5","3","false","80","10","true","false","7","undirected","0.05","49","3.1578947368421053","3.25","0.6113806543791536","2.133860759493671","0.47681588448408097","44.78750000000001","-0.991440039460965","0.1815925197231401","490"
"128","5.5","3","false","80","10","true","false","0","undirected","0.1","55","2.0833333333333335","1.375","0.6852931774201022","1.9240506329113924","0.5306460206713417","36.5","-0.42437968249218494","-2.8480942416782025","693"
"134","5.5","3","false","80","10","true","false","7","undirected","0.1","43","3.1805555555555554","3","0.6537863810034226","2.2389240506329116","0.45122418381935","48.93750000000001","-0.3240022815310134","-0.09591165629328162","519"
"136","5.5","3","false","80","40","true","false","0","undirected","0.05","41","1.7763157894736843","1.5","0.6058487528927617","1.9430379746835442","0.5208579277815376","37.250000000000014","-0.6187721794001245","-1.5974108176411836","648"
"135","5.5","3","false","80","10","true","false","7","undirected","0.15","43","3.1911764705882355","2.5833333333333335","0.6841684809473892","2.5677215189873417","0.4017632085890817","61.925","0.5629197337585078","1.1125709869152387","472"
"129","5.5","3","false","80","10","true","false","0","undirected","0.15","51","2.676470588235294","2.75","0.7330500046926438","2.3617088607594936","0.43109472631617773","53.78750000000002","-0.3380380943848342","-1.9344974502928565","464"
"138","5.5","3","false","80","40","true","false","0","undirected","0.15","39","2.0441176470588234","1.25","0.6954253628983682","false","0.5400706338154284","28.687499999999993","0.2888784774826515","1.7089616203220213","588"
"131","5.5","3","false","80","10","true","false","7","undirected","0.1","48","3.0555555555555554","2.375","0.6281431072978092","2.1943037974683546","0.46182656167920166","47.175","1.8420746317403864","-0.7854743288368005","453"
"137","5.5","3","false","80","40","true","false","0","undirected","0.1","42","2.3472222222222223","1.875","0.6579500719213085","2.0544303797468353","0.49135496193646516","41.65","-0.3390213108938401","-1.1783469737718582","658"
"132","5.5","3","false","80","10","true","false","7","undirected","0.15","46","3.1176470588235294","3","0.6781417652542783","2.3515822784810125","0.44124807187210946","53.387500000000024","-0.15544302173203067","-1.3417771869968298","554"
